Title,Director,Cast,Year,Genre,combo
sonu ke titu ki sweety,Luv Ranjan,Kartik  Aaryan Nushrat  Bharucha Sunny  Nijar,2018,Drama,Kartik  Aaryan Nushrat  Bharucha Sunny  Nijar Drama
welcome to new york,Chakri Toleti,Karan  Johar Diljit  Dosanjh Lara  Dutta Sonakshi  Sinha Riteish  Deshmukh Boman  Irani,2018,Comedy,Karan  Johar Diljit  Dosanjh Lara  Dutta Sonakshi  Sinha Riteish  Deshmukh Boman  Irani Comedy
pari,Prosit Roy,Anushka  Sharma Parambrata  Chatterjee Rajat  Kapoor Ritabhari  Chakraborty Mansi  Multani,2018,Thriller,Anushka  Sharma Parambrata  Chatterjee Rajat  Kapoor Ritabhari  Chakraborty Mansi  Multani Thriller
veerey ki wedding,Ashu Trikha,Pulkit  Samrat Jimmy  Sheirgill Kriti  Kharbanda Satish  Kaushik Yuvika  Chaudhary Supriya  Karnik Sapna  Chaudhary,2018,Drama,Pulkit  Samrat Jimmy  Sheirgill Kriti  Kharbanda Satish  Kaushik Yuvika  Chaudhary Supriya  Karnik Sapna  Chaudhary Drama
billu ustaad,Suvhhdan Angre,Akhilendra  Mishra Deepraj  Rana Mithila  Naik K K  Goswami Priyanshu  Chaterjee,2018,Drama,Akhilendra  Mishra Deepraj  Rana Mithila  Naik K K  Goswami Priyanshu  Chaterjee Drama
hate story 4,Vishal Pandya,Urvashi  Rautela Vivan  Bhatena Karan  Wahi Ihana  Dhillon Gulshan  Grover,2018,Erotic thriller,Urvashi  Rautela Vivan  Bhatena Karan  Wahi Ihana  Dhillon Gulshan  Grover Erotic thriller
dil juunglee,Aleya Sen,Saqib  Saleem Tapsee  Pannu Abhilash  Thapleyal Nidhi  Singh Srishti  Srivastava Ayesha  Khaduskar,2018,Romantic  Comedy,Saqib  Saleem Tapsee  Pannu Abhilash  Thapleyal Nidhi  Singh Srishti  Srivastava Ayesha  Khaduskar Romantic  Comedy
3 storeys,Arjun Mukherjee,Richa  Chaddha Pulkit  Samrat Sharman  Joshi Renuka  Shahane Masumeh  Makhija Laksh  Singh Aisha  Ahmed Ankit  Rathi,2018,Thriller,Richa  Chaddha Pulkit  Samrat Sharman  Joshi Renuka  Shahane Masumeh  Makhija Laksh  Singh Aisha  Ahmed Ankit  Rathi Thriller
note pe chot at 8/11,Imran Ahmed Khan,Ajay  Kuundal Ranbir  Kallsi Pihu Disha  Sachdeva Manoj  Bakshi Inderpal  Singh,2018,Satire  Comedy,Ajay  Kuundal Ranbir  Kallsi Pihu Disha  Sachdeva Manoj  Bakshi Inderpal  Singh Satire  Comedy
raid,Raj Kumar Gupta,Ajay  Devgn Ileana  D' Cruz Saurabh  Shukla,2018,Action  thriller,Ajay  Devgn Ileana  D' Cruz Saurabh  Shukla Action  thriller
raja abroadiya,Lakhwinder Shabla,Robin  Sohi Vaishnavi  Patwardhan,2018,Comedy,Robin  Sohi Vaishnavi  Patwardhan Comedy
hichki,Siddharth P Malhotra,Rani  Mukerji,2018,Drama,Rani  Mukerji Drama
pareshaan parinda,Devesh Pratap Singh,Meeraj  Shah Sakshi  Singh,2018,Thriller,Meeraj  Shah Sakshi  Singh Thriller
baa baaa black sheep,Vishwas Paandya,Anupam  Kher Kay  Kay  Menon Manish  Paul Annu  Kapoor,2018,Comedy,Anupam  Kher Kay  Kay  Menon Manish  Paul Annu  Kapoor Comedy
shaadi teri bajayenge hum band,Gurpreet Sondh,Rajpal  Yadav Mushtaq  Khan Rahul  Bagga Rohit  Kumar Dilbagh  Singh Naresh  Gosain Shrashti  Maheshwari Afreen  Alvi Radha  Bhatt,2018,Comedy,Rajpal  Yadav Mushtaq  Khan Rahul  Bagga Rohit  Kumar Dilbagh  Singh Naresh  Gosain Shrashti  Maheshwari Afreen  Alvi Radha  Bhatt Comedy
baaghi 2,Ahmed Khan,Tiger  Shroff Disha  Patani Manoj  Bajpayee Randeep  Hooda Prateik  Babbar,2018,Action Romance,Tiger  Shroff Disha  Patani Manoj  Bajpayee Randeep  Hooda Prateik  Babbar Action Romance
blackmail,Abhinay Deo,Irrfan  Khan Kirti  Kulhari Arunoday  Singh Divya  Dutta Omi  Vaidya,2018,Comedy thriller,Irrfan  Khan Kirti  Kulhari Arunoday  Singh Divya  Dutta Omi  Vaidya Comedy thriller
missing,Mukul Abhyankar,Tabu Manoj  Bajpayee Annu  Kapoor,2018,Psychological Thriller,Tabu Manoj  Bajpayee Annu  Kapoor Psychological Thriller
october,Shoojit Sircar,Varun  Dhawan Banita  Sandhu Gitanjali  Rao,2018,Slice of lifeRomantic drama,Varun  Dhawan Banita  Sandhu Gitanjali  Rao Slice of lifeRomantic drama
mercury,Karthik Subbaraj,Prabhu  Deva Sananth  Reddy Remya  Nambeesan,2018,Thriller,Prabhu  Deva Sananth  Reddy Remya  Nambeesan Thriller
zoo,Shlok Sharma,Shweta  Tripathi Shashank  Arora Rahul  Kumar,2018,Drama,Shweta  Tripathi Shashank  Arora Rahul  Kumar Drama
beyond the clouds,Majid Majidi,Ishaan  Khatter Malavika  Mohanan,2018,Drama,Ishaan  Khatter Malavika  Mohanan Drama
nanu ki jaanu,Faraz Haider,Patralekhaa Abhay  Deol Sapna  Chaudhary,2018,Comedy,Patralekhaa Abhay  Deol Sapna  Chaudhary Comedy
daas dev,Sudhir Mishra,Richa  Chaddha Aditi  Rao  Hydari Rahul  Bhat Saurabh  Shukla Vipin  Sharma Vineet  Kumar  Singh Dalip  Tahil Anurag  Kashyap,2018,Romantic thriller,Richa  Chaddha Aditi  Rao  Hydari Rahul  Bhat Saurabh  Shukla Vipin  Sharma Vineet  Kumar  Singh Dalip  Tahil Anurag  Kashyap Romantic thriller
ishq tera,Jojo D'Souza,Hrishitaa  Bhatt Mohit  Madaan Mozhgan  Taraneh ( Irani  Star) Shahbaz  Khan Aman  Verma Ganesh  Yadav Manoj  Pawha Salil  Naik Manju  Sharma Pyumori  Mehta  Ghosh,2018,Thriller,Hrishitaa  Bhatt Mohit  Madaan Mozhgan  Taraneh ( Irani  Star) Shahbaz  Khan Aman  Verma Ganesh  Yadav Manoj  Pawha Salil  Naik Manju  Sharma Pyumori  Mehta  Ghosh Thriller
our heroes,Manish Parihar,Devraj  Singh  Sarangdevot Shankar  Lal  Dangi Mahesh  Gurjar Gourav  Gurjar,2018,Action,Devraj  Singh  Sarangdevot Shankar  Lal  Dangi Mahesh  Gurjar Gourav  Gurjar Action
102 not out,Umesh Shukla,Amitabh  Bachchan Rishi  Kapoor,2018,Comedy,Amitabh  Bachchan Rishi  Kapoor Comedy
omerta,Hansal Mehta,Rajkummar  Rao,2018,Crime Drama,Rajkummar  Rao Crime Drama
raazi,Meghna Gulzar,Vicky  Kaushal Alia  Bhatt,2018,Period Thriller,Vicky  Kaushal Alia  Bhatt Period Thriller
the past,Gagan Puri,Vedita  Pratap  Singh Yuvraaj  Parashar,2018,Horror Thriller,Vedita  Pratap  Singh Yuvraaj  Parashar Horror Thriller
hope aur hum,Sudip Bandyopadhyay,Naseeruddin  Shah Sonali  Kulkarni Aamir  Bashir,2018,Drama,Naseeruddin  Shah Sonali  Kulkarni Aamir  Bashir Drama
falooda,Dhiraj Singh,Aarav  Negi Goonj  Chand Azhar Pihu  Sharma Dhiraj  Singh,2018,Comedy,Aarav  Negi Goonj  Chand Azhar Pihu  Sharma Dhiraj  Singh Comedy
bhootwali love story,Shantanu Anant Tambe,Kanchan  Awasthi Suhas  Ruke Tushar  Acharya Laxman  Dawbhat Namrata  Jadhav,2018,Horror-Comedy,Kanchan  Awasthi Suhas  Ruke Tushar  Acharya Laxman  Dawbhat Namrata  Jadhav Horror-Comedy
high jack,Akash Khurana,Sumeet  Vyas Sonnalli  Seygall Mantra Taaruk  Raina Priyanshu  Painyuli Kumud  Mishra Natasha  Rastogi,2018,Comedy,Sumeet  Vyas Sonnalli  Seygall Mantra Taaruk  Raina Priyanshu  Painyuli Kumud  Mishra Natasha  Rastogi Comedy
khajoor pe atke,Harsh Chhaya,Vinay  Pathak Manoj  Pahwa Seema  Pahwa Dolly  Ahluwalia Sabah  Kapoor,2018,Comedy,Vinay  Pathak Manoj  Pahwa Seema  Pahwa Dolly  Ahluwalia Sabah  Kapoor Comedy
parmanu: the story of pokhran,Abhishek Sharma,John  Abraham Diana  Penty Boman  Irani,2018,Action drama,John  Abraham Diana  Penty Boman  Irani Action drama
one night out,Ravinddra Khare,Javed  Haider Gulashan pandey Kabina  Maharjan Neha  Joshi,2018,Suspense thriller,Javed  Haider Gulashan pandey Kabina  Maharjan Neha  Joshi Suspense thriller
bioscopewala,Deb Medhekar,Danny  Denzongpa Geetanjali  Thapa Tisca  Chopra Adil  Hussain,2018,Drama,Danny  Denzongpa Geetanjali  Thapa Tisca  Chopra Adil  Hussain Drama
veere di wedding,Shashanka Ghosh,Kareena  Kapoor Sonam  Kapoor Swara  Bhaskar Shikha  Talsania Sumeet  Vyas,2018,Romantic comedy,Kareena  Kapoor Sonam  Kapoor Swara  Bhaskar Shikha  Talsania Sumeet  Vyas Romantic comedy
bhavesh joshi superhero,Vikramaditya Motwane,Harshvardhan  Kapoor Priyanshu  Painyuli Nishikant  Kamat,2018,Action,Harshvardhan  Kapoor Priyanshu  Painyuli Nishikant  Kamat Action
phamous,Karan Lalit Butani,Jackie  Shroff Jimmy  Sheirgill Kay  Kay  Menon Shriya  Saran Mahie  Gill Pankaj  Tripathi,2018,Drama Action,Jackie  Shroff Jimmy  Sheirgill Kay  Kay  Menon Shriya  Saran Mahie  Gill Pankaj  Tripathi Drama Action
race 3,Remo D'Souza,Anil  Kapoor Salman  Khan Bobby  Deol Jacqueline  Fernandez Saqib  Saleem Daisy  Shah Freddy  Daruwala,2018,Thriller,Anil  Kapoor Salman  Khan Bobby  Deol Jacqueline  Fernandez Saqib  Saleem Daisy  Shah Freddy  Daruwala Thriller
sanju,Rajkumar Hirani,Ranbir  Kapoor Sonam  Kapoor Dia  Mirza Paresh  Rawal Manisha  Koirala Anushka  Sharma,2018,Biopic,Ranbir  Kapoor Sonam  Kapoor Dia  Mirza Paresh  Rawal Manisha  Koirala Anushka  Sharma Biopic
soorma,Shaad Ali,Diljit  Dosanjh Taapsee  Pannu Angad  Bedi,2018,Biopic,Diljit  Dosanjh Taapsee  Pannu Angad  Bedi Biopic
when obama loved osama,Sudhish Kumar Sharma,Mousam  Sharma Swati  Bakshi Rahul  Avana Mohit  Baghel Heena  Panchal Hemant  Pandey Vikas  Giri,2018,Comedy,Mousam  Sharma Swati  Bakshi Rahul  Avana Mohit  Baghel Heena  Panchal Hemant  Pandey Vikas  Giri Comedy
dhadak,Shashank Khaitan,Ishaan  Khatter Jhanvi  Kapoor,2018,Drama,Ishaan  Khatter Jhanvi  Kapoor Drama
ekta,Suman Reddy,Navneet  Kaur  Dhillon Robin  Sohi Avneet  Kaur Salil  Ankola Pranati  Rai  Prakash Rushad  Rana,2018,Horror Thriller,Navneet  Kaur  Dhillon Robin  Sohi Avneet  Kaur Salil  Ankola Pranati  Rai  Prakash Rushad  Rana Horror Thriller
"saheb, biwi aur gangster 3",Tigmanshu Dhulia,Sanjay  Dutt Jimmy  Sheirgill Mahi  Gill Chitrangada  Singh,2018,Drama,Sanjay  Dutt Jimmy  Sheirgill Mahi  Gill Chitrangada  Singh Drama
nawabzaade,Jayesh Pradhan,Raghav  Juyal Punit  Pathak Dharmesh  Yelande Isha  Rikhi,2018,Romantic Comedy,Raghav  Juyal Punit  Pathak Dharmesh  Yelande Isha  Rikhi Romantic Comedy
fanney khan,Atul Manjrekar,Anil  Kapoor Aishwarya  Rai  Bachchan Rajkummar  Rao Karan  Singh  Chhabra Divya  Dutta,2018,Musical comedy,Anil  Kapoor Aishwarya  Rai  Bachchan Rajkummar  Rao Karan  Singh  Chhabra Divya  Dutta Musical comedy
mulk,Anubhav Sinha,Rishi  Kapoor Prateik  Babbar Rajat  Kapoor Taapsee  Pannu Ashutosh  Rana Manoj  Pahwa Neena  Gupta,2018,Drama,Rishi  Kapoor Prateik  Babbar Rajat  Kapoor Taapsee  Pannu Ashutosh  Rana Manoj  Pahwa Neena  Gupta Drama
brij mohan amar rahe!,Nikhil Bhatt,Arjun  Mathur Nidhi  Singh Vijayant  Kohli Sunny  Hinduja,2018,Crime Comedy,Arjun  Mathur Nidhi  Singh Vijayant  Kohli Sunny  Hinduja Crime Comedy
laxmi and tikli bomb,Aditya Kripalani,Vibhawari  Deshpande Suchitra  Pillai Chitraganda  Chakraborty Upendra  Limaye,2018,Drama,Vibhawari  Deshpande Suchitra  Pillai Chitraganda  Chakraborty Upendra  Limaye Drama
karwaan,Akarsh Khurana,Irrfan  Khan Dulquer  Salman Mithila  Palkar Kriti  Kharbanda,2018,Comedy,Irrfan  Khan Dulquer  Salman Mithila  Palkar Kriti  Kharbanda Comedy
gold,Reema Kagti,Akshay  Kumar Kunal  Kapoor Mouni  Roy Amit  Sadh,2018,Sports Drama,Akshay  Kumar Kunal  Kapoor Mouni  Roy Amit  Sadh Sports Drama
satyameva jayate,Milap Zaveri,John  Abraham Manoj  Bajpayee Aisha  Sharma Amruta  Khanvilkar,2018,Action Thriller,John  Abraham Manoj  Bajpayee Aisha  Sharma Amruta  Khanvilkar Action Thriller
happy phirr bhag jayegi,Mudassar Aziz,Sonakshi  Sinha Diana  Penty Ali  Fazal Jimmy  Shergill Jassi  Gill,2018,Comedy,Sonakshi  Sinha Diana  Penty Ali  Fazal Jimmy  Shergill Jassi  Gill Comedy
genius,Anil Sharma,Utkarsh  Sharma Ishitha  Chauhan Nawazuddin  Siddiqui Ayesha  Jhulka,2018,,unknown
yamla pagla deewana: phir se,Navaniat Singh,Dharmendra Sunny  Deol Bobby  Deol Kriti  Kharbanda,2018,Comedy,Dharmendra Sunny  Deol Bobby  Deol Kriti  Kharbanda Comedy
stree,Amar Kaushik,Rajkummar  Rao Shraddha  Kapoor Aparshakti  Khurana Pankaj  Tripathi,2018,Horror Comedy,Rajkummar  Rao Shraddha  Kapoor Aparshakti  Khurana Pankaj  Tripathi Horror Comedy
paltan,J. P. Dutta,Jackie  Shroff Sonu  Sood Arjun  Rampal Gurmeet  Choudhary Siddhanth  Kapoor Harshvardhan  Rane Luv  Sinha Esha  Gupta Monica  Gill Sonal  Chauhan Dipika  Kakar,2018,Action War,Jackie  Shroff Sonu  Sood Arjun  Rampal Gurmeet  Choudhary Siddhanth  Kapoor Harshvardhan  Rane Luv  Sinha Esha  Gupta Monica  Gill Sonal  Chauhan Dipika  Kakar Action War
laila majnu,Sajid Ali,Mir  Sarwar Avinash  Tiwary Tripti  Dimri Ruchika  Kapoor,2018,Drama Romance,Mir  Sarwar Avinash  Tiwary Tripti  Dimri Ruchika  Kapoor Drama Romance
gali guleiyan,Dipesh Jain,Manoj  Bajpayee Ranvir  Shorey Neeraj  Kabi Shahana  Goswami,2018,Psychological drama,Manoj  Bajpayee Ranvir  Shorey Neeraj  Kabi Shahana  Goswami Psychological drama
halkaa,Nila Madhab Panda,Ranvir  Shorey Paoli  Dam Tathastu Kumud  Mishra,2018,Drama,Ranvir  Shorey Paoli  Dam Tathastu Kumud  Mishra Drama
manmarziyaan,Anurag Kashyap,Abhishek  Bachchan Vicky  Kaushal Taapsee  Pannu,2018,Romantic  Drama,Abhishek  Bachchan Vicky  Kaushal Taapsee  Pannu Romantic  Drama
love sonia,Tabrez Noorani,Mrunal  Thakur Freida  Pinto Manoj  Bajpayee Rajkummar  Rao Richa  Chadda Anupam  Kher Adil  Hussain Sai  Tamhankar,2018,Drama,Mrunal  Thakur Freida  Pinto Manoj  Bajpayee Rajkummar  Rao Richa  Chadda Anupam  Kher Adil  Hussain Sai  Tamhankar Drama
turning point,Sudhir Durlabh Tandel,Sunny  Pancholi Apoorva  Arora Shahbaz  Khan Shekhar  Shukla,2018,Action Drama Musical,Sunny  Pancholi Apoorva  Arora Shahbaz  Khan Shekhar  Shukla Action Drama Musical
bajra vs burger,Rajsingh Verma,Jaising Baby  Sonia  Gaitonde Satyanand  Gaitonde Dayanand  Sabhnani Khushi  Rajpoot Sandeep aurora Michelle  D' Alessandro  Hatt Ernest  Thomas  Hamilton Rajsingh  Verma,2018,Comedy,Jaising Baby  Sonia  Gaitonde Satyanand  Gaitonde Dayanand  Sabhnani Khushi  Rajpoot Sandeep aurora Michelle  D' Alessandro  Hatt Ernest  Thomas  Hamilton Rajsingh  Verma Comedy
kathor,Karan Kashyap,Lalit  Parimoo Sheetal  Dimri Abhishek  Pandey Durga  Sarkar Akhilesh  Pandey,2018,Drama,Lalit  Parimoo Sheetal  Dimri Abhishek  Pandey Durga  Sarkar Akhilesh  Pandey Drama
22 days,Shivam Tiwari,Rahul  Dev Shivam  Tiwari Sophia  Singh,2018,Drama,Rahul  Dev Shivam  Tiwari Sophia  Singh Drama
mitron,Nitin Kakar,Jackky  Bhagnani Kritika  Kamra Pratik  Gandhi Neeraj  Sood,2018,Comedy,Jackky  Bhagnani Kritika  Kamra Pratik  Gandhi Neeraj  Sood Comedy
batti gul meter chalu,Shree Narayan Singh,Shahid  Kapoor Shraddha  Kapoor Yami  Gautam,2018,Romance  Social Drama,Shahid  Kapoor Shraddha  Kapoor Yami  Gautam Romance  Social Drama
manto,Nandita Das,Nawazuddin  Siddiqui Tahir  Raj  Bhasin Rasika  Dugal Rajshri  Deshpande,2018,Biographical,Nawazuddin  Siddiqui Tahir  Raj  Bhasin Rasika  Dugal Rajshri  Deshpande Biographical
ishqeria,Prerna Wadhawan,Neil  Nitin  Mukesh Richa  Chaddha,2018,Romance,Neil  Nitin  Mukesh Richa  Chaddha Romance
sui dhaaga,Sharat Katariya,Varun  Dhawan Anushka  Sharma,2018,Romance  Social Drama,Varun  Dhawan Anushka  Sharma Romance  Social Drama
pataakha,Vishal Bhardwaj,Sanya  Malhotra Sunil  Grover Radhika  Madan,2018,Drama,Sanya  Malhotra Sunil  Grover Radhika  Madan Drama
loveyatri,Abhiraj Minawala,Aayush  Sharma Warina  Hussain,2018,Romantic,Aayush  Sharma Warina  Hussain Romantic
andhadhun,Sriram Raghavan,Ayushmann  Khurana Tabu Radhika  Apte,2018,Romantic thriller,Ayushmann  Khurana Tabu Radhika  Apte Romantic thriller
jalebi,Pushpdeep Bhardwaj,Rhea  Chakraborty Digangana  Suryavanshi Varun  Mitra,2018,Romance,Rhea  Chakraborty Digangana  Suryavanshi Varun  Mitra Romance
helicopter eela,Pradeep Sarkar,Kajol Riddhi  Sen Neha  Dhupia Tota  Roy  Choudhury,2018,Drama,Kajol Riddhi  Sen Neha  Dhupia Tota  Roy  Choudhury Drama
maal road dilli,Atul Sriva,Atul  Sriva Jeet  Kumar Samarth  Sandilya Rohin Manveer  Choudhary Matin  Khan Sonia  Kour Neha  Kargeti Rhiythm  Arora,2018,Drama,Atul  Sriva Jeet  Kumar Samarth  Sandilya Rohin Manveer  Choudhary Matin  Khan Sonia  Kour Neha  Kargeti Rhiythm  Arora Drama
fryday,Abhishek Dogra,Govinda Varun  Sharma,2018,Comedy,Govinda Varun  Sharma Comedy
tumbbad,Rahi Anil Barve,Soham  Shah Harish  Khanna Anita  Date,2018,Suspense Thriller,Soham  Shah Harish  Khanna Anita  Date Suspense Thriller
namaste england,Vipul Shah,Arjun  Kapoor Parineeti  Chopra,2018,Romantic comedy,Arjun  Kapoor Parineeti  Chopra Romantic comedy
badhaai ho,Amit Ravindernath Sharma,Ayushman  Khurrana Sanya  Malhotra,2018,Romantic comedy,Ayushman  Khurrana Sanya  Malhotra Romantic comedy
baazaar,Gauravv K. Chawla,Saif  Ali  Khan Radhika  Apte Chitrangada  Singh Denzil  Smith Rohan  Mehra Sonia  Balani,2018,Crime,Saif  Ali  Khan Radhika  Apte Chitrangada  Singh Denzil  Smith Rohan  Mehra Sonia  Balani Crime
5 weddings,Namrata Singh Gujral,Rajkummar  Rao Nargis  Fakhri Bo  Derek Candy  Clark Anneliese van der  Pol Suvinder  Vicky,2018,Comedy  Romance  Drama,Rajkummar  Rao Nargis  Fakhri Bo  Derek Candy  Clark Anneliese van der  Pol Suvinder  Vicky Comedy  Romance  Drama
kaashi in search of ganga,Dhiraj Kumar,Sharman  Joshi Aishwarya  Devan Govind  Namdev Manoj  Joshi Manoj  Pahwa Akhilendra  Mishra,2018,Suspense thriller,Sharman  Joshi Aishwarya  Devan Govind  Namdev Manoj  Joshi Manoj  Pahwa Akhilendra  Mishra Suspense thriller
dassehra,Manish Vatsalya,Neil  Nitin  Mukesh Tina  Desai Govind  Namdev,2018,Action Thriller,Neil  Nitin  Mukesh Tina  Desai Govind  Namdev Action Thriller
the journey of karma,Jagbir Dahiya,Poonam  Pandey Shakti  Kapoor,2018,Erotic thriller,Poonam  Pandey Shakti  Kapoor Erotic thriller
lupt,Prabhuraj,Javed  Jaffrey Vijay  Raaz Meenakshi  Dixit Rishina  Kandhari,2018,Horror,Javed  Jaffrey Vijay  Raaz Meenakshi  Dixit Rishina  Kandhari Horror
jack and dil,Sachin P Karande,Arbaaz  Khan Amit  Sadh Sonal  Chauhan Evelyn  Sharma,2018,Comedy,Arbaaz  Khan Amit  Sadh Sonal  Chauhan Evelyn  Sharma Comedy
