Title,Director,Cast,Year,Genre
savkari pash a.k.a. indian shylock,Baburao Painter,kamladevi dhaiber bhute yadav shankarrao pawar keshavrao shantaram bakre v balasaheb zunzharrao,1925,social
search for pandavs a.k.a. pandav shodh,G. V. Sane,unknown,1925,mythology
seth sagalsha a.k.a. wealth and the world,Mohan Dayaram Bhavnani,jamuna,1925,legend
shahala shah a.k.a. check to the king,Baburao Painter,kamladevi yadav ganpat pawar shantaram bakre v balasaheb zunzharrao,1925,social
shanker lila,Unknown,unknown,1925,religious
shanta,Unknown,unknown,1925,social
shri vatsa chinta,Bhagwati Mishra,unknown,1925,mythology
social pirates a.k.a. mumbai ni mohini a.k.a. night side of bombay,Nanubhai Desai,mohanlala fatma dorabji begum mevawala elizer,1925,crime drama
sultaness of love,Unknown,unknown,1925,costume
suvarna,Manilal Joshi,putli sandow raja,1925,unknown
the divine punishment a.k.a. deshna dushman a.k.a. rangilo rajvi,Manilal Joshi,n charlie noor yakbal athavale raja zubeida miss moti k mohammed r vaidya bachu sandow,1925,costume
the exiled prince a.k.a. ujaint kumar,Bhagwati Mishra,jilloobai,1925,unknown
the noble scamp a.k.a. khandani khavis,Manilal Joshi,d vyas chowdhary raja zubeida a r baba sandow,1925,costume
turki hoor a.k.a. beauty of a turkey girl,J. J. Madan,mohan surajram master patience manilal sarifa cooper,1925,social
two untouchables a.k.a. dherni chokri,N. D. Sarpotdar,parshwanathy joshi jones rajwade yeshwant miss dattoba altekar,1925,social
veer bala a.k.a. brave girl,M. D. Bhavnani,charlie noor sulochana mohammed khalil,1925,costume
verni vasulat a.k.a. sweet revenge,Harshadrai Mehta,haridas damania pranjivan durga,1925,social
vimla a.k.a. mother india,"Chandulal Shah, D. D. Dabke",putli sandow raja,1925,social
yashodevi a.k.a. sacrifice,Nagendra Majumdar,madanrai zubeida vakil,1925,historical
abala rani a.k.a. the queen who would not speak,S. N. Patankar,zubeida,1926,abola
a crown for two days a.k.a. be din nu badshah,Harshadrai Mehta,himmatlal ermeline nandram gulab vishnu,1926,social
ajab kumari,Manilal Joshi,miss daji mary mohanlala,1926,costume
amar asha a.k.a. immortal hope,Harshadrai Mehta,nandram ermeline gulab,1926,historical
asha a.k.a. hope a.k.a. andhli phool wali,Rama S. Chowdhury,putli b vyas nagendra athavale k baba majumdar ghory,1926,social
balaji nimbalkar,Dadasaheb Phalke,vasant bhaurao sakte datar shinde chauhan dattopant krishna,1926,historical
bhagwa zenda a.k.a. the orange flag,K. P. Bhave,asooji sansare vakil baburao madanrai elizer,1926,historical
bhakta prahlad a.k.a. devout prahlad,Dadasaheb Phalke,gole bhaurao datar gangaram yamuna bachu,1926,devotional
bhasmasur vadh a.k.a. prithvi putra,G. S. Devare,gohar sandow raja,1926,social
bolti bulbul a.k.a. the talking nightingale a.k.a. shahi fakir,Dhirubhai Desai,mumtaz kumar begum zebunissa anil,1926,fantasy
briefless barrister,Homi Master,putli gohar siddimiya moti,1926,social
bulbule paristan a.k.a. the nightingale from the land of fairies,Fatma Begum,putli vakil b fatma fiske madame athavale tosca begum zubeida miss k sultana madanrai,1926,fantasy
burkhawali a.k.a. veiled enemy,Kanjibhai Rathod,nandram shah ermeline haider,1926,unknown
chatra bakavli,S. N. Patankar,unknown,1926,fantasy
cinema queen a.k.a. love's sacrifice a.k.a. cinema queen,M. D. Bhavnani,khalil putli sulochana,1926,social
delhi no thug a.k.a. thief of delhi,Homi Master,khalil gohar,1926,costume
dha cha maa a.k.a. murder of narayanrao peshwa,N. D. Sarpotdar,n sundarrao bandopant bilimoria koregaonkar durgabai datoba dinshaw kulkarni p jayarampant varne sohoni rajwade nadkarni wamanrao,1926,historical
dharma patni a.k.a. the wife,Jyotish Bannerjee,patience durgads bannerji kartik cooper dey,1926,social
dhanurbhanga a.k.a. the marriage of janaki a.k.a. janaki swayamwara,Dadasaheb Phalke,unknown,1926,mythology
dil aram,Nanubhai Desai,kapoor mary a janibabu miss p prabhashankar dwarkee,1926,historical
dulari,Manilal Joshi,putli sansare vakil baburao jilloobai m madanrai udvadia elizer yusuf,1926,historical
dagabaaz duniya a.k.a. way of the world,Harihar Diwana,amirbanu yakbal jones,1926,social
fearless phantom a.k.a. andher nagri a.k.a. delhi no dodh chhel,Unknown,dwarki gangaram bapu,1926,costume
for country's sake,Harihar Diwana,miss tara mary,1926,costume
gaj gouri,Unknown,yadav b,1926,mythology
gentleman loafer a.k.a. bhadraveshi goonda,Unknown,durmad vakil gulab jilloobai madanrai,1926,social
golden lotus a.k.a. suvarna kamal,K. P. Bhave,master mary heera ali hakim shiraz vithal miss janibabu rosy,1926,mythology
indrajal a.k.a. missing bracelet,Bhagwati Mishra,fatma jilloobai zubeida begum elizer,1926,mythology
jaydev a.k.a. joydeb,Unknown,cooper patience,1926,devotional
jungle ni jadibuti a.k.a. love rewarded,Manilal Joshi,tara bachu balabhai,1926,social
kacha devyani a.k.a. vidhyaharan,Shree Nath Patankar,bhonsle b athavale k thatte,1926,mythological
kalabaaz ashaq a.k.a. wooing tactics,V. K. Pattani,dorothy allarakha muflis batukbhai monghibai soni shanta mavji nathalal vaidya gatubhai mir,1926,social
kashmeera a.k.a. enemy's daughter,Manilal Joshi,khan vakil zubeida w m madanrai,1926,costume
kataryu gap,Dinshaw Zhaveri,madanrai vakil,1926,social
keechak vadh,G. V. Sane,gole bhaurao datar yamuna bachu,1926,mythology
lakho vanjaro,Homi Master,khalil jamuna gohar,1926,legend
lion of mewar a.k.a. diwan bhamansha,M. D. Bhavnani,putli vakil jilloobai madanrai elizer,1926,historical
love is blind a.k.a. raja ne gami te rani,Kanjibhai Rathod,ermeline gulab,1926,social
madan kala,Harihar Diwana,jani asha master mary vithal miss tara babu,1926,fantasy
madhav kam kundala,Chandulal Shah,putli verni fiske raja miss blanche sandow,1926,legend
manovijaya,Shree Nath Patankar,b athavale takle k nargis,1926,unknown
marriage market a.k.a. lagn ke lilam,Bachoo Babu,siddimiya usha rani moti,1926,social
mena kumari,M. D. Bhavnani,gohar raja vaidya sandow ghanashyam,1926,costume
midnight rider a.k.a. pahadi pindharo,Bhagwati Mishra,putli vakil jean rajhans jilloobai miss madanrai,1926,costume
moon cursed by ganpati a.k.a. chaturthicha chandra,Dadasaheb Phalke,bhaurao datar,1926,mythology
mohini avatar a.k.a. mohini incarnation of god a.k.a. samudra manthan,Raghupathy S. Prakasa,unknown,1926,mythology
mumtaz mahal,Homi Master,siddimiya gohar sulochana raja sandow,1926,historical
neera a.k.a. beautiful snake of aravali,"Rama Chowdhury, R. G. Torney",putli vakil b vyas athavale raja zubeida k baba dabir madanrai ghory sandow,1926,fantasy
pagal premi a.k.a. girl mad,M. D. Bhavnani,vakil d bhavnani sulochana m madanrai,1926,social
panna ratna a.k.a. jewel of mewar,Harshadrai Mehta,fayma master kamlakar fatma nandram gangaram begum miss,1926,legend
prahlad a.k.a. worshipper prahlad a.k.a. bhakta prahlad,Baburao Painter,kamladevi yadav kelkar r shantaram bal mane v gulabbai balasaheb g padmabai,1926,mythology
profulla a.k.a. prafulla,Jyotish Bannerji,patience satyen dadibhai cooper dey sarkari,1926,social
punch mahabhuta,"Homi Master, Dr. Alvaro",unknown,1926,social
pyari mamta,Bhagwati Mishra,putli madanrai jilloobai vakil,1926,social
radha madhav,K. P. Bhave,asooji sansare vakil baburao dwarki jilloobai madanrai elizer,1926,religious
raja bhoj a.k.a. man and his destiny a.k.a. trial of destiny,Dinshaw J. Jhaveri,saku vakil jilloobai zubeida madanrai,1926,legend historical
ra kawat a.k.a. pranay milan,M. D. Bhavnani,gohar sulochana raja myers sandow ruby ghanashyam,1926,historical
ram bharose a.k.a. perchance,Harshadrai Mehta,kumari ermeline nandram gulab prabhudas kusum durga,1926,social
ram rajya vijay a.k.a. the triumph of lord rama,Dadasaheb Phalke,unknown,1926,religious
ramrajya vijay,G. V. Sane,unknown,1926,religious
ratan manjari a.k.a. ratna manjari,Manilal Joshi,miss master mary vithal,1926,unknown
samrat shiladitya a.k.a. greatest sacrifice,M. D. Bhavnani,gohar sulochana raja moti myers sandow ruby,1926,historical
sant eknath a.k.a. saint of paithan,Dadasaheb Phalke,bhaurao datar gotiram,1926,devotional
sarkari praser,Baburao Painter,unknown,1926,unknown
sati jasma a.k.a. jasma odan,Homi Master,n gohar charlie noor mohammed khalil r vaidya jumuna ghanshyam,1926,devotional
sati menadevi a.k.a. costly couplet,P. J. Jhaveri,vakil jilloobai zubeida madanrai udvadia,1926,legend
sati saroj a.k.a. shiyal ni kasoti,Unknown,madanrai jilloobai elizer vakil,1926,devotional legend
satyavijaya a.k.a. the triumph of youth,Shree Nath Patankar,b kale athavale narayan k thatte keshav,1926,social
saurashtra veer,Nanubhai Desai,banu amir yeshwant parshwanath altekar,1926,costume
shah-e-jungle a.k.a. king of forest,K. P. Bhave,vakil udwadia jilloobai bhagwati m madanrai mishra,1926,costume action
sheesh mahal,Bhagwati Mishra,vakil jilloobai bhagwati madanrai mishra elizer,1926,costume
shirin farhad a.k.a. at the altar of love,Homi Master,gohar charlie heera daji noor mohammed khalil jumuna,1926,legend romance
slaves of custom,Bhagwati Mishra,vakil jilloobai bhagwati madanrai mishra,1926,social
society butterfly a.k.a. khubsurat bala,Kanjibhai Rathod,haider shah ermeline joshi fatma nandram gulab begum vishnu,1926,costume
sweet adversity a.k.a. panima aag,Nagendra Majumdar,putli vakil jainu jilloobai miss madanrai,1926,fantasy
tai teleen a.k.a. tayi teleen,N. D. Sarpotdar,bilimoria d gokhale bapu gangu durga,1926,historical
telephone girl,M. D. Bhavnani,unknown,1926,unknown
the pretender a.k.a. totayache bund,N. D. Sarpotdar,n bandopant koregaonkar durgabai d potdar kulkarni p varne sohoni dattoba rajwade wamanrao,1926,historical
the telephone girl a.k.a. telephone ni taruni,Homi Master,gohar sulochana raja khalil myers jumuna sandow ruby,1926,social
the vamp a.k.a. yauvan chakra,Naval Gandhi,miss yakbal,1926,social
the victim a.k.a. bhool no bhog,Harshadrai Mehta,nandram ermeline prabhudas gulab,1926,social
typist girl a.k.a. why i became a christian,Chandulal Shah,gohar sulochana raja myers sandow ruby,1926,social
vanthel veshya a.k.a. flirting widow a.k.a. vanthel vidhwa,K. P. Bhave,madanrai jilloobai vakil,1926,costume action
vasant bala,Nanubhai B. Desai,miss master jones vithal,1926,costume
veer kesari a.k.a. brave kesari,Kanjibhai Rathod,haider shah ermeline joshi nandram gulab vishnu,1926,costume
wandering phantom a.k.a. bhamto bhoot,M. D. Bhavnani,n vasania sulochana khalil r myers vaidya ruby behram,1926,fantasy
way of the world a.k.a. dagabaaz duniya,Harihar Diwana,jones amir yakbal miss banu,1926,social
adbhoot khoon a.k.a. horrible murder,Unknown,unknown,1927,unknown
a fair warrior a.k.a. shoor killedarin,Vishnupant Aundhkar,gangubai wamanrao kulkarni,1927,historical
alladin and his wonderful lamp a.k.a. alladdin ane jadui fanas,Bhagwati Prasad Mishra,zebunissa elizer yusuf,1927,fantasy
allah ka pyara,K. P. Bhave,khan jamshedji vakil indira zebunissa devi mehboob madanrai elizer,1927,unknown
alibaba and the forty thieves a.k.a. alibaba chalis chor,Bhagwati Prasad Mishra,jamshedji vakil sulochana jilloobai khansaheb myers ruby madanrai elizer,1927,fantasy
asuri lalsa,Nanubhai B. Desai,master janibabu malka vithal kumudini,1927,unknown
at the clang of fetters a.k.a. janjir ne jhankhare,Harshadrai Mehta,joshi haidershah nandram gulab gangaram alam sultan p r,1927,action
balidan a.k.a. sacrifice,Naval Gandhi,jal master sulochana zubeida vithal makhijani myers j ruby khambatta,1927,costume social
bansari bala a.k.a. fairy of the flute,A. P. Kapoor,jani asha master madhuri vithal meherbanu babu,1927,fantasy
be ghadi mouj a.k.a. pleasure mad,Narayan Deware,n rustomji rajababu jamuna r patel vaidya thomas,1927,social
bhakta sudama,Dadasaheb Phalke,bhaurao datar kshirsagar,1927,devotional
bhaneli bhamini a.k.a. educated wife,Homi Master,n gohar master kishore raja p k r vaidya sandow,1927,social
bhedi trishul a.k.a. hidden treasure,Nanubhai B. Desai,kapoor lobo master a vithal miss janibabu p prabhashankar mani,1927,action
bhim sanjivan a.k.a. how bhim was brought back to life,G. V. Sane,bhaurao anasuya datar,1927,devotional
chandidas a.k.a. shree krishna's devotee,Jyotish Bannerjee,purnima nilima manorama patience pullanalini bannerjee jyotsna devi cooper tulsi,1927,devotional
cultured criminal a.k.a. sudheral shaitan,Unknown,unknown,1927,social
daksha yagna,G. V. Sane,anasuya bhaurao mohite datar pawar gangubai bachu,1927,devotional
dasavatar,R. S. Prakash,unknown,1927,mythology
daya ni devi a.k.a. the nurse,Mohan Dayaram Bhavnani,jamshedji d sulochana billimoria myers ruby,1927,social
detective kumar,K. B. Athavale,b rampyari athavale k salvi nalini,1927,social
dilfarosh a.k.a. merchant of hearts,M. Udwadia,b udwadia athavale saiyed k umer m nargis,1927,costume drama
draupadi vastraharan,Dadasaheb Phalke,bachoba mohite baburao datar gangubai,1927,mythology
durgesh nandini,Priyanath Ganguly,kanaknarayan ahindra chowdhury durgadas jainarayan geeta kanu prabodh patience mitra bannerjee indira mukherjee bhup devi cooper naresh seeta bose,1927,legend romance
eighth incarnation a.k.a. krishna sambhav,N. D. Sarpotdar,gangubai wamanrao kulkarni,1927,religious
e kon? a.k.a. who,J. Jhaveri,blanche verne,1927,unknown
fairy of delhi a.k.a. rangmahal ni ramani,Homi Master,khalil shahzadi,1927,costume
gandharva kanya a.k.a. the reunion,Unknown,leena nizam nandram gangaram chandra durga,1927,costume
glory of virtue a.k.a. sheel prabhav,Vishnupant Aundhkar,unknown,1927,social
goddess of love,Fatma Begum,fatma begum,1927,unknown
guarding angel,K. P. Bhave,jamshedji zebunisa khansaheb,1927,social
gulzar a.k.a. the horrors of slavery,Nanubhai Desai,jani mallika mani babu yakub,1927,costume
gunsundari a.k.a. why husbands go astray,Chandulal Shah,n jumna gohar rampyari raja r vaidya sandow,1927,social
hanuman janma a.k.a. the birth of hanuman,Dadasaheb Phalke,laxman gole bhaurao datar malusare yamuna,1927,religious
jaane-e-alam anjumanara,Nanubhai B. Desai,mallika kumudini janibabu,1927,fantasy
jana,Priyanath Ganguly,patience indira da ranjan mukherjee bannerjee devi cooper tulsi dinesh krishnadan,1927,mythology
jewelled arrow a.k.a. poonam no chand a.k.a. ratna baan,Bhagwati Mishra,jamshedji indira zebunissa devi elizer,1927,costume
kailash kumari a.k.a. sansar shatranj,Nanubhai Desai,jani mallika miss mani babu,1927,unknown
kala pahad a.k.a. masked teror,A. P. Kapoor,kumari master shanta vithal kumudini,1927,costume
keshavkant b.a. a.k.a. chastity versus unchastity,Harshadrai Mehta,nandram yakbal nizam keshavlal,1927,social
krishnakanta's will a.k.a. krishnakanter will,Priyanath Ganguly,ahindra chowdhury durgadas jainarayan geeta kanu prabodh patience mitra bannerjee indira mukherjee devi cooper naresh kartik dey seeta bose,1927,social
krishna sakha,Ahindra Choudhury,firozbala sushil choudhury sinha ahindra ghosh brojendra santosh saraswati devi tarakbala sirkar,1927,religious
kalapani no kaidi a.k.a. return of kala naag,Homi Master,master shakuntla homi khalil janki,1927,costume
kicks of kismet a.k.a. naseeb ni lila,Mohan Dayaram Bhavnani,ermeline vakil sulochana jilloobai myers madanrai ruby,1927,social
kimti aansu a.k.a. precious tears,Harshadrai Mehta,nizam joshi nandram yakbal p r vishnu,1927,social
kul deepak a.k.a. born hero,Kanjibhai Rathod,haider shah nizam nandram gulabbai durga,1927,social
laila majnu a.k.a. laila and majnu,Manilal Joshi,shahzadi madanrai zubeida vakil,1927,legend romance
lohika lilam a.k.a. soul of slave,Manilal Joshi,nargis heera,1927,costume
madalasa,G.V. Sane,bhaurao anasuya datar,1927,devotional
mahasati ansuya,Kanjibhai Rathod,sakina master vithal,1927,devotional
master stroke a.k.a. mardna gha,Kanjibhai Rathod,haider shah sakina nandram gulab gangaram chandra,1927,social
mohabbat ke musibat a.k.a. love and romance,M. M. Vaidya,unknown,1927,unknown
mohana rani a.k.a. rani mohana a.k.a. chhelbatao,Dinshaw Jhaveri,putli madanrai jilloobai vakil,1927,unknown
muraliwala,Baburao Painter,gokhale sushila lalya gangar shantaram devi bal v madhusudan,1927,religious
nala damayanti,Dadasaheb Phalke,bhaurao mohite khirsagar datar salanki gangubai bachchuram gotiram,1927,mythology
nanand bhojai a.k.a. the victim of society,Manilal Joshi,udwadia gangaram zubeida miss nazir takle thatte mani rani s nargis,1927,social
naqli rani a.k.a. sham queen,Harshadrai Mehta,mary gangaram janibabu miss prabhashankar zebunisa diwana harihar,1927,costume
nari ki nagan a.k.a. soul of a snake,K. P. Bhave,dinkar sansare vakil baburao jilloobai tara dhanji madanrai,1927,fantasy
netaji palkar a.k.a. beloved leader palkar,"Keshavrao Dhaiber, V. Shantaram",anasuya deshpande vasantrao yadav ganpat sushila pawar mane devi bakre gulabbai balasaheb zunzharrao,1927,historical
pandav rajasuya yagam,Unknown,unknown,1927,mythology
parsa eblis a.k.a. pavitra satan,Manilal Joshi,athavale nargis,1927,social
pita pooja,Unknown,unknown,1927,unknown
prem ni pratima a.k.a. lovers,Manilal Joshi,blanche verne,1927,unknown
princess laila,Rama Choudhary,vakil la helen jilloobai tosca miss blanche verne madanrai elizer,1927,costume
punarjanma a.k.a. incarnation,Jaygopal Pillai,artidevi atorthy bhanu funniman indira bannerjee chatterjee premankur sr devi sen kedar atul,1927,costume
raghunathrao and sarayubala,Madanrai Vakil,p r joshi jilloobai,1927,semi historical romance
reshmi sari a.k.a. follies of the rich,Nanubhai Desai,kapoor jani mary a p mani babu,1927,social
roop sundari a.k.a. ideal womanhood a.k.a. adarsha veerangana,Harshadrai Mehta,chanda nandram gulb durga,1927,social
rukamangada mohini,Dadsaheb Phalke,gangubai mohite shinde ganpat,1927,devotional
sansar a.k.a. a phase of life,V. K. Pattani,unknown,1927,social
sati madri a.k.a. pious madri,"Narayan Deware, Chandulal Shah",gohar sandow raja,1927,devotional
sati savitri a.k.a. ideal wife,Baburao Painter,nimbalkar yadav sushila pawar shantaram devi v gulabbai balasaheb zunzharrao,1927,social
''sati savitri a.k.a. savitri satyavan a.k.a. ideal wife,Pandurang Talegiri,gade baburao kulkarni pandurang varne gangubai wamanrao,1927,mythology
